file,duration_sec,sample_rate,channels,codec
NFP_TRK_001_brazilian_ambient_calm_conversational_60s.mp3,60.00,48000,2,mp3
NFP_TRK_002_study_lofi_study_calm_75s.mp3,75.00,48000,2,mp3
NFP_TRK_003_neutral_background_conversational_calm_45s.mp3,45.00,48000,2,mp3
NFP_TRK_004_bjj_pulse_bjj_conversational_60s.mp3,60.00,48000,2,mp3
NFP_TRK_005_study_neutral_calm_study_90s.mp3,90.00,48000,2,mp3
