track_file,category,duration_sec,sample_rate,channels,codec
brazil_ambient_01.mp3,brazil_ambient,60.00,48000,2,mp3
brazil_ambient_02.mp3,brazil_ambient,45.00,48000,2,mp3
study_lofi_01.mp3,study_lofi,75.00,48000,2,mp3
study_lofi_02.mp3,study_lofi,90.00,48000,2,mp3
cinematic_01.mp3,cinematic,72.00,48000,2,mp3
bjj_01.mp3,bjj,60.00,48000,2,mp3
